simbolo,coingecko_id,ticker,multiplicador,mcap_rank,ambiguo,dudoso,nota
KSTRUSDT,,KSTR,1.0,,0,1,sin match en el ranking
LABUSDT,lab,LAB,1.0,573,0,0,
LAUSDT,lagrange,LA,1.0,1203,0,0,
LAYERUSDT,solayer,LAYER,1.0,1041,1,0,2 candidatos
LDOUSDT,lido-dao,LDO,1.0,141,0,0,
LENDUSDT,ethlend,LEND,1.0,1846,0,0,
LEVERUSDT,,LEVER,1.0,,0,1,sin match en el ranking
LIGHTUSDT,bitlight,LIGHT,1.0,1323,1,0,2 candidatos
LINAUSDT,,LINA,1.0,,0,1,sin match en el ranking
LINEAUSDT,linea,LINEA,1.0,416,0,0,
LINKUSDT,chainlink,LINK,1.0,18,0,0,
LISTAUSDT,lista,LISTA,1.0,710,0,0,
LITEUSDT,,LITE,1.0,,0,1,sin match en el ranking
LITUSDT,lighter,LIT,1.0,90,1,0,3 candidatos
LLYUSDT,,LLY,1.0,,0,1,sin match en el ranking
LOKAUSDT,,LOKA,1.0,,0,1,sin match en el ranking
LOOMUSDT,,LOOM,1.0,,0,1,sin match en el ranking
LPTUSDT,livepeer,LPT,1.0,374,0,0,
LQTYUSDT,liquity,LQTY,1.0,805,0,0,
LRCUSDT,loopring,LRC,1.0,1084,0,0,
LRCXUSDT,,LRCX,1.0,,0,1,sin match en el ranking
LSKUSDT,lisk,LSK,1.0,844,0,0,
LTCUSDT,litecoin,LTC,1.0,28,0,0,
LUMIAUSDT,lumia,LUMIA,1.0,1124,0,0,
LUNA2USDT,,LUNA2,1.0,,0,1,sin match en el ranking
LUNAUSDT,terra-luna-2,LUNA,1.0,630,1,0,2 candidatos
LYNUSDT,everlyn,LYN,1.0,1325,0,0,
MAGICUSDT,magic,MAGIC,1.0,989,0,0,
MAGMAUSDT,magma-finance,MAGMA,1.0,568,0,0,
MANAUSDT,decentraland,MANA,1.0,219,0,0,
MANTAUSDT,manta-network,MANTA,1.0,669,0,0,
MANTRAUSDT,mantra,MANTRA,1.0,655,0,0,
MASKUSDT,mask-network,MASK,1.0,561,1,0,2 candidatos
MATICUSDT,,MATIC,1.0,,0,1,sin match en el ranking
MAVIAUSDT,heroes-of-mavia,MAVIA,1.0,1343,0,0,
MAVUSDT,maverick-protocol,MAV,1.0,1132,0,0,
MBLUSDT,moviebloc,MBL,1.0,1071,0,0,
MBOXUSDT,,MBOX,1.0,,0,1,sin match en el ranking
MDTUSDT,measurable-data-token,MDT,1.0,2371,0,1,RANK PROFUNDO (2371) — verificar a mano
MEGAUSDT,megaeth,MEGA,1.0,538,0,0,
MELANIAUSDT,melania-meme,MELANIA,1.0,334,0,0,
MEMEFIUSDT,memefi-2,MEMEFI,1.0,5797,0,1,RANK PROFUNDO (5797) — verificar a mano
MEMEUSDT,memetoon,MEME,1.0,10274,1,1,2 candidatos; RANK PROFUNDO (10274) — verificar a mano
MERLUSDT,merlin-chain,MERL,1.0,714,0,0,
METAUSDT,meta-2-2,META,1.0,243,1,0,3 candidatos
METISUSDT,metis-token,METIS,1.0,829,0,0,
METUSDT,meteora,MET,1.0,273,1,0,2 candidatos
MEUSDT,magic-eden,ME,1.0,506,0,0,
MEWUSDT,cat-in-a-dogs-world,MEW,1.0,648,0,0,
MILKUSDT,,MILK,1.0,,0,1,sin match en el ranking
MINAUSDT,mina-protocol,MINA,1.0,415,0,0,
MINIMAXUSDT,,MINIMAX,1.0,,0,1,sin match en el ranking
MIRAUSDT,mira-3,MIRA,1.0,1009,0,0,
MITOUSDT,mitosis,MITO,1.0,1195,0,0,
MKRUSDT,,MKR,1.0,,0,1,sin match en el ranking
MLNUSDT,melon,MLN,1.0,1718,0,0,
MMTUSDT,momentum-3,MMT,1.0,577,0,0,
MOCAUSDT,mocaverse,MOCA,1.0,626,0,0,
MONUSDT,monad,MON,1.0,140,1,0,2 candidatos
MOODENGUSDT,moo-deng,MOODENG,1.0,552,1,0,2 candidatos
MORPHOUSDT,morpho,MORPHO,1.0,56,0,0,
MOVEUSDT,movement,MOVE,1.0,668,0,0,
MOVRUSDT,moonriver,MOVR,1.0,1128,0,0,
MRVLUSDT,,MRVL,1.0,,0,1,sin match en el ranking
MSFTUSDT,microsoft-robinhood-tokenized-stock,MSFT,1.0,3111,0,1,RANK PROFUNDO (3111) — verificar a mano
MSTRUSDT,strategy-dinari-tokenized-stock,MSTR,1.0,3336,1,1,3 candidatos; RANK PROFUNDO (3336) — verificar a mano
MTLUSDT,metal,MTL,1.0,851,0,0,
MUBARAKUSDT,mubarak,MUBARAK,1.0,917,0,0,
MUSDT,memecore,M,1.0,50,1,0,2 candidatos
MUUSDT,micron-technology-backpack-securities,MU,1.0,1333,1,0,2 candidatos
MUUUSDT,,MUU,1.0,,0,1,sin match en el ranking
MVLLUSDT,,MVLL,1.0,,0,1,sin match en el ranking
MYROUSDT,myro,MYRO,1.0,2274,0,1,RANK PROFUNDO (2274) — verificar a mano
MYXUSDT,myx-finance,MYX,1.0,940,0,0,
NAORISUSDT,naoris,NAORIS,1.0,800,0,0,
NATGASUSDT,,NATGAS,1.0,,0,1,sin match en el ranking
NBISUSDT,nebius-group-n-v-backpack-securities,NBIS,1.0,3630,0,1,RANK PROFUNDO (3630) — verificar a mano
NEARUSDT,near,NEAR,1.0,41,0,0,
NEIROETHUSDT,,NEIROETH,1.0,,0,1,sin match en el ranking
NEIROUSDT,neiro-3,NEIRO,1.0,654,0,0,
NEOUSDT,neo,NEO,1.0,228,0,0,
NEWTUSDT,newton-protocol,NEWT,1.0,1276,0,0,
NFLXUSDT,,NFLX,1.0,,0,1,sin match en el ranking
NFPUSDT,nfprompt-token,NFP,1.0,4146,0,1,RANK PROFUNDO (4146) — verificar a mano
NIGHTUSDT,midnight-3,NIGHT,1.0,128,0,0,
NILUSDT,nillion,NIL,1.0,769,0,0,
NKNUSDT,nkn,NKN,1.0,1643,0,0,
NMRUSDT,numeraire,NMR,1.0,386,0,0,
NOKUSDT,,NOK,1.0,,0,1,sin match en el ranking
NOMUSDT,nomina,NOM,1.0,1670,0,0,
NOTUSDT,notcoin,NOT,1.0,517,0,0,
NOWUSDT,changenow,NOW,1.0,673,0,0,
NTRNUSDT,,NTRN,1.0,,0,1,sin match en el ranking
NULSUSDT,,NULS,1.0,,0,1,sin match en el ranking
NUUSDT,,NU,1.0,,0,1,sin match en el ranking
NVDAUSDT,nvidia-robinhood-tokenized-stock,NVDA,1.0,1741,1,0,2 candidatos
NVOUSDT,,NVO,1.0,,0,1,sin match en el ranking
NXPCUSDT,nexpace,NXPC,1.0,409,0,0,
OBOLUSDT,obol-2,OBOL,1.0,3182,0,1,RANK PROFUNDO (3182) — verificar a mano
OCEANUSDT,ocean-protocol,OCEAN,1.0,742,1,0,2 candidatos
OGNUSDT,origin-protocol,OGN,1.0,1095,0,0,
OGUSDT,og-fan-token,OG,1.0,1060,0,0,
OLUSDT,open-loot,OL,1.0,1749,0,0,
OMGUSDT,omisego,OMG,1.0,1455,0,0,
OMNIUSDT,,OMNI,1.0,,0,1,sin match en el ranking
OMUSDT,,OM,1.0,,0,1,sin match en el ranking
ONDOUSDT,ondo-finance,ONDO,1.0,46,0,0,
ONDSUSDT,,ONDS,1.0,,0,1,sin match en el ranking
ONEUSDT,harmony,ONE,1.0,1112,0,0,
ONGUSDT,ong,ONG,1.0,782,0,0,
ONTUSDT,ontology,ONT,1.0,549,0,0,
ONUSDT,orochi-network,ON,1.0,381,0,0,
OPENAIUSDT,openai-prestocks-2,OPENAI,1.0,2342,0,1,RANK PROFUNDO (2342) — verificar a mano
OPENUSDT,openledger-2,OPEN,1.0,493,0,0,
OPGUSDT,opengradient,OPG,1.0,860,0,0,
OPNUSDT,opinion,OPN,1.0,1231,1,0,2 candidatos
OPUSDT,optimism,OP,1.0,159,0,0,
ORBSUSDT,orbs,ORBS,1.0,684,0,0,
ORCAUSDT,orca,ORCA,1.0,356,0,0,
ORCLUSDT,oracle-robinhood-tokenized-stock,ORCL,1.0,3557,0,1,RANK PROFUNDO (3557) — verificar a mano
ORDERUSDT,orderly-network,ORDER,1.0,1088,0,0,
ORDIUSDT,ordinals,ORDI,1.0,310,0,0,
OUSDT,o1-exchange,O,1.0,320,1,0,2 candidatos
OXTUSDT,orchid-protocol,OXT,1.0,1577,0,0,
PANWUSDT,,PANW,1.0,,0,1,sin match en el ranking
PARTIUSDT,particle-network,PARTI,1.0,1546,0,0,
PAXGUSDT,pax-gold,PAXG,1.0,43,0,0,
PAYPUSDT,,PAYP,1.0,,0,1,sin match en el ranking
PENDLEUSDT,pendle,PENDLE,1.0,144,0,0,
PENGUSDT,,PENG,1.0,,0,1,sin match en el ranking
PENGUUSDT,pudgy-penguins,PENGU,1.0,108,0,0,
PEOPLEUSDT,constitutiondao,PEOPLE,1.0,504,0,0,
PERPUSDT,perpetual-protocol,PERP,1.0,2567,0,1,RANK PROFUNDO (2567) — verificar a mano
PHAROSUSDT,,PHAROS,1.0,,0,1,sin match en el ranking
PHAUSDT,pha,PHA,1.0,830,0,0,
PHBUSDT,red-pulse,PHB,1.0,1352,0,0,
PIEVERSEUSDT,pieverse,PIEVERSE,1.0,160,0,0,
PIPPINUSDT,pippin,PIPPIN,1.0,888,0,0,
PIXELUSDT,pixels,PIXEL,1.0,1841,0,0,
PLAYUSDT,playsout,PLAY,1.0,1004,1,0,2 candidatos
PLTRUSDT,palantir-technologies-robinhood-tokenized-stock,PLTR,1.0,3133,0,1,RANK PROFUNDO (3133) — verificar a mano
PLUMEUSDT,plume,PLUME,1.0,296,0,0,
PNUTUSDT,peanut-the-squirrel,PNUT,1.0,482,0,0,
POLUSDT,polygon-ecosystem-token,POL,1.0,78,0,0,
POLYXUSDT,polymesh,POLYX,1.0,512,0,0,
PONKEUSDT,ponke,PONKE,1.0,1280,0,0,
POPCATUSDT,popcat,POPCAT,1.0,486,0,0,
POPMARTUSDT,,POPMART,1.0,,0,1,sin match en el ranking
PORT3USDT,,PORT3,1.0,,0,1,sin match en el ranking
PORTALUSDT,portal-2,PORTAL,1.0,1240,0,0,
POWERUSDT,power-protocol,POWER,1.0,809,1,0,2 candidatos
POWRUSDT,power-ledger,POWR,1.0,795,0,0,
PRLUSDT,pearl-2,PRL,1.0,333,1,0,3 candidatos
PROMPTUSDT,wayfinder,PROMPT,1.0,1602,0,0,
PROMUSDT,prometeus,PROM,1.0,444,0,0,
PROVEUSDT,succinct,PROVE,1.0,649,0,0,
PTBUSDT,portal-to-bitcoin,PTB,1.0,2332,0,1,RANK PROFUNDO (2332) — verificar a mano
PUFFERUSDT,puffer-finance,PUFFER,1.0,1405,0,0,
PUMPBTCUSDT,,PUMPBTC,1.0,,0,1,sin match en el ranking
PUMPUSDT,pump-fun,PUMP,1.0,63,1,0,2 candidatos
PUNDIXUSDT,pundi-x-2,PUNDIX,1.0,808,0,0,
PYPLUSDT,,PYPL,1.0,,0,1,sin match en el ranking
PYTHUSDT,pyth-network,PYTH,1.0,120,0,0,
QCOMUSDT,,QCOM,1.0,,0,1,sin match en el ranking
QNTUSDT,quant-network,QNT,1.0,74,0,0,
QNTXUSDT,,QNTX,1.0,,0,1,sin match en el ranking
QQQUSDT,invesco-qqq-robinhood-tokenized-stock,QQQ,1.0,3181,0,1,RANK PROFUNDO (3181) — verificar a mano
QTUMUSDT,qtum,QTUM,1.0,326,0,0,
QUICKUSDT,quickswap,QUICK,1.0,1535,0,0,
QUSDT,quack-ai,Q,1.0,265,1,0,2 candidatos
RADUSDT,radicle,RAD,1.0,1072,0,0,
RAREUSDT,superrare,RARE,1.0,1176,0,0,
RAVEUSDT,ravedao,RAVE,1.0,316,0,0,
RAYSOLUSDT,,RAYSOL,1.0,,0,1,sin match en el ranking
RAYUSDT,raydium,RAY,1.0,178,0,0,
RDNTUSDT,radiant-capital,RDNT,1.0,3445,0,1,RANK PROFUNDO (3445) — verificar a mano
RECALLUSDT,recall,RECALL,1.0,1049,0,0,
REDUSDT,redstone-oracles,RED,1.0,488,0,0,
REEFUSDT,reef,REEF,1.0,2226,0,1,RANK PROFUNDO (2226) — verificar a mano
REIUSDT,unit-00-rei,REI,1.0,721,1,0,2 candidatos
RENDERUSDT,render-token,RENDER,1.0,88,0,0,
RENUSDT,republic-protocol,REN,1.0,1870,0,0,
RESOLVUSDT,resolv,RESOLV,1.0,1307,0,0,
REUSDT,re,RE,1.0,323,0,0,
REZUSDT,renzo,REZ,1.0,730,0,0,
RIFUSDT,rif-token,RIF,1.0,330,0,0,
RIVERUSDT,river,RIVER,1.0,421,0,0,
RIVNUSDT,,RIVN,1.0,,0,1,sin match en el ranking
RKLBUSDT,,RKLB,1.0,,0,1,sin match en el ranking
RLCUSDT,iexec-rlc,RLC,1.0,806,0,0,
RLSUSDT,rayls,RLS,1.0,1826,0,0,
RNDRUSDT,,RNDR,1.0,,0,1,sin match en el ranking
ROBOUSDT,robo-token-2,ROBO,1.0,601,0,0,
RONINUSDT,,RONIN,1.0,,0,1,sin match en el ranking
ROSEUSDT,oasis-network,ROSE,1.0,476,0,0,
RPLUSDT,rocket-pool,RPL,1.0,611,0,0,
RSRUSDT,reserve-rights-token,RSR,1.0,314,0,0,
RUNEUSDT,thorchain,RUNE,1.0,202,0,0,
RVNUSDT,ravencoin,RVN,1.0,466,0,0,
RVVUSDT,astra-nova,RVV,1.0,4661,0,1,RANK PROFUNDO (4661) — verificar a mano
SAFEUSDT,safecoin,SAFE,1.0,309,1,0,3 candidatos
SAGAUSDT,saga-2,SAGA,1.0,1540,0,0,
SAHARAUSDT,sahara-ai,SAHARA,1.0,656,0,0,
SAMSUNGUSDT,,SAMSUNG,1.0,,0,1,sin match en el ranking
SANDUSDT,the-sandbox,SAND,1.0,250,0,0,
SANTOSUSDT,santos-fc-fan-token,SANTOS,1.0,1308,0,0,
SAPIENUSDT,sapien-2,SAPIEN,1.0,938,0,0,
SCRTUSDT,secret,SCRT,1.0,986,0,0,
SCRUSDT,scroll,SCR,1.0,1767,0,0,
SCUSDT,siacoin,SC,1.0,731,1,0,2 candidatos
SEIUSDT,sei-network,SEI,1.0,134,0,0,
SENTUSDT,sentient,SENT,1.0,263,0,0,
SFPUSDT,safepal,SFP,1.0,230,0,0,
SHAZUSDT,,SHAZ,1.0,,0,1,sin match en el ranking
SHELLUSDT,myshell,SHELL,1.0,1551,0,0,
SIGNUSDT,sign-global,SIGN,1.0,891,0,0,
SIRENUSDT,siren-2,SIREN,1.0,586,0,0,
SKATEUSDT,,SKATE,1.0,,0,1,sin match en el ranking
SKHYNIXUSDT,,SKHYNIX,1.0,,0,1,sin match en el ranking
SKHYUSDT,sk-hynix-backpack-securities,SKHY,1.0,1867,0,0,
SKLUSDT,skale,SKL,1.0,774,0,0,
SKRUSDT,seeker,SKR,1.0,442,0,0,
SKYAIUSDT,skyai,SKYAI,1.0,297,0,0,
SKYUSDT,sky,SKY,1.0,57,0,0,
SLERFUSDT,slerf,SLERF,1.0,1338,1,0,2 candidatos
SLPUSDT,smooth-love-potion,SLP,1.0,833,0,0,
SLXUSDT,solstice,SLX,1.0,816,0,0,
SMCIUSDT,,SMCI,1.0,,0,1,sin match en el ranking
SMHUSDT,,SMH,1.0,,0,1,sin match en el ranking
SNDKUSDT,sandisk-backpack-securities,SNDK,1.0,2321,1,1,2 candidatos; RANK PROFUNDO (2321) — verificar a mano
SNOWUSDT,,SNOW,1.0,,0,1,sin match en el ranking
SNTUSDT,status,SNT,1.0,789,0,0,
SNXUSDT,havven,SNX,1.0,240,0,0,
SNXXUSDT,,SNXX,1.0,,0,1,sin match en el ranking
SOFIUSDT,,SOFI,1.0,,0,1,sin match en el ranking
SOLUSDT,solana,SOL,1.0,7,0,0,
SOLVUSDT,solv-protocol,SOLV,1.0,1059,0,0,
SOMIUSDT,somnia,SOMI,1.0,960,0,0,
SONICUSDT,sonic-svm,SONIC,1.0,1433,0,0,
SONYUSDT,,SONY,1.0,,0,1,sin match en el ranking
SOONUSDT,soon-2,SOON,1.0,331,0,0,
SOPHUSDT,sophon,SOPH,1.0,980,0,0,
SOXLUSDT,,SOXL,1.0,,0,1,sin match en el ranking
SOXSUSDT,,SOXS,1.0,,0,1,sin match en el ranking
SPACEUSDT,spacecoin-2,SPACE,1.0,659,1,0,2 candidatos
SPCXUSDT,spacex-backpack-securities,SPCX,1.0,1400,1,0,3 candidatos
SPELLUSDT,spell-token,SPELL,1.0,995,0,0,
SPKUSDT,spark-2,SPK,1.0,471,0,0,
SPORTFUNUSDT,,SPORTFUN,1.0,,0,1,sin match en el ranking
SPXUSDT,spx6900,SPX,1.0,126,0,0,
SPYUSDT,spdr-s-p-500-etf-trust-robinhood-tokenized-stock,SPY,1.0,2095,0,1,RANK PROFUNDO (2095) — verificar a mano
SQDUSDT,subsquid,SQD,1.0,380,0,0,
SQQQUSDT,,SQQQ,1.0,,0,1,sin match en el ranking
SRMUSDT,serum,SRM,1.0,5454,0,1,RANK PROFUNDO (5454) — verificar a mano
SSVUSDT,ssv-network,SSV,1.0,632,0,0,
STABLEUSDT,stable-2,STABLE,1.0,76,1,0,2 candidatos
STARUSDT,starpower,STAR,1.0,937,0,0,
STBLUSDT,stbl,STBL,1.0,1086,0,0,
STEEMUSDT,steem,STEEM,1.0,786,0,0,
STGUSDT,stargate-finance,STG,1.0,783,0,0,
STMXUSDT,,STMX,1.0,,0,1,sin match en el ranking
STORJUSDT,storj,STORJ,1.0,1386,0,0,
STOUSDT,stakestone,STO,1.0,1234,0,0,
STPTUSDT,,STPT,1.0,,0,1,sin match en el ranking
STRAXUSDT,stratis,STRAX,1.0,846,0,0,
STRCUSDT,strategy-stretch-preferred-dinari-tokenized-stock,STRC,1.0,3101,0,1,RANK PROFUNDO (3101) — verificar a mano
STRKUSDT,starknet,STRK,1.0,189,0,0,
STXUSDT,blockstack,STX,1.0,145,0,0,
STXXUSDT,,STXX,1.0,,0,1,sin match en el ranking
SUIUSDT,sui,SUI,1.0,31,0,0,
SUNUSDT,sun-token,SUN,1.0,116,0,0,
SUPERUSDT,superfarm,SUPER,1.0,398,0,0,
SUSDT,sonic-3,S,1.0,281,0,0,
SUSHIUSDT,sushi,SUSHI,1.0,467,0,0,
SWARMSUSDT,swarms,SWARMS,1.0,1284,0,0,
SWELLUSDT,swell-network,SWELL,1.0,1865,0,0,
SXPUSDT,swipe,SXP,1.0,2093,0,1,RANK PROFUNDO (2093) — verificar a mano
SXTUSDT,space-and-time,SXT,1.0,832,0,0,
SYNUSDT,synapse-2,SYN,1.0,725,0,0,
SYRUPUSDT,syrup,SYRUP,1.0,171,0,0,
SYSUSDT,syscoin,SYS,1.0,2381,0,1,RANK PROFUNDO (2381) — verificar a mano
TACUSDT,tac,TAC,1.0,1024,0,0,
TAGUSDT,tagger,TAG,1.0,214,0,0,
TAIKOUSDT,taiko,TAIKO,1.0,968,0,0,
TAKEUSDT,overtake,TAKE,1.0,965,0,0,
TANSSIUSDT,,TANSSI,1.0,,0,1,sin match en el ranking
TAOUSDT,bittensor,TAO,1.0,42,0,0,
TAUSDT,trusta-ai,TA,1.0,1097,1,0,2 candidatos
TBTUSDT,,TBT,1.0,,0,1,sin match en el ranking
TENCENTUSDT,,TENCENT,1.0,,0,1,sin match en el ranking
TERUSDT,,TER,1.0,,0,1,sin match en el ranking
THETAUSDT,theta-token,THETA,1.0,213,0,0,
THEUSDT,thena,THE,1.0,1286,0,0,
TIAUSDT,celestia,TIA,1.0,127,1,0,2 candidatos
TLMUSDT,alien-worlds,TLM,1.0,1111,0,0,
TMFUSDT,,TMF,1.0,,0,1,sin match en el ranking
TNSRUSDT,tensor,TNSR,1.0,1121,0,0,
TOKENUSDT,tokenfi,TOKEN,1.0,1378,0,0,
TOMOUSDT,,TOMO,1.0,,0,1,sin match en el ranking
TONUSDT,tokamak-network,TON,1.0,874,1,0,2 candidatos
TOSHIUSDT,toshi,TOSHI,1.0,479,0,0,
TOWNSUSDT,towns,TOWNS,1.0,1635,0,0,
TQQQUSDT,,TQQQ,1.0,,0,1,sin match en el ranking
TRADOORUSDT,tradoor,TRADOOR,1.0,1197,0,0,
TRBUSDT,tellor,TRB,1.0,534,0,0,
TREEUSDT,tree-capital,TREE,1.0,932,1,0,2 candidatos
TRIAUSDT,tria,TRIA,1.0,843,0,0,
TROYUSDT,,TROY,1.0,,0,1,sin match en el ranking
TRUMPUSDT,official-trump,TRUMP,1.0,117,1,0,2 candidatos
TRUSTUSDT,intuition,TRUST,1.0,1198,0,0,
TRUTHUSDT,swarm-network,TRUTH,1.0,653,0,0,
TRUUSDT,truefi,TRU,1.0,2552,0,1,RANK PROFUNDO (2552) — verificar a mano
TRXUSDT,tron,TRX,1.0,8,0,0,
TSLAUSDT,tesla-robinhood-tokenized-stock,TSLA,1.0,2451,1,1,2 candidatos; RANK PROFUNDO (2451) — verificar a mano
TSMUSDT,,TSM,1.0,,0,1,sin match en el ranking
TSTUSDT,test-3,TST,1.0,1014,0,0,
TTWOUSDT,take-two-interactive-software-backpack-securities,TTWO,1.0,3940,0,1,RANK PROFUNDO (3940) — verificar a mano
TURBOUSDT,turbo,TURBO,1.0,397,1,0,3 candidatos
TURTLEUSDT,turtle-4,TURTLE,1.0,1415,0,0,
TUSDT,threshold-network-token,T,1.0,523,1,0,2 candidatos
TUTUSDT,tutorial,TUT,1.0,642,0,0,
TWTUSDT,trust-wallet-token,TWT,1.0,177,0,0,
TXNUSDT,,TXN,1.0,,0,1,sin match en el ranking
TZAUSDT,,TZA,1.0,,0,1,sin match en el ranking
UAIUSDT,unifai-network,UAI,1.0,366,0,0,
UBERUSDT,,UBER,1.0,,0,1,sin match en el ranking
UBUSDT,unibase,UB,1.0,118,0,0,
UMAUSDT,uma,UMA,1.0,640,0,0,
UNFIUSDT,,UNFI,1.0,,0,1,sin match en el ranking
UNIUSDT,uniswap,UNI,1.0,38,0,0,
URNMUSDT,,URNM,1.0,,0,1,sin match en el ranking
USARUSDT,usa-rare-earth-robinhood-tokenized-stock,USAR,1.0,3449,0,1,RANK PROFUNDO (3449) — verificar a mano
USDCUSDT,usd-coin,USDC,1.0,5,0,0,
USELESSUSDT,useless-3,USELESS,1.0,529,0,0,
USTCUSDT,terrausd,USTC,1.0,670,0,0,
USUALUSDT,usual,USUAL,1.0,921,0,0,
USUSDT,talus,US,1.0,303,0,0,
UVXYUSDT,,UVXY,1.0,,0,1,sin match en el ranking
UXLINKUSDT,uxlink,UXLINK,1.0,3361,0,1,RANK PROFUNDO (3361) — verificar a mano
VANAUSDT,vana,VANA,1.0,693,0,0,
VANRYUSDT,,VANRY,1.0,,0,1,sin match en el ranking
VELODROMEUSDT,,VELODROME,1.0,,0,1,sin match en el ranking
VELVETUSDT,velvet,VELVET,1.0,124,0,0,
VETUSDT,vechain,VET,1.0,110,0,0,
VFYUSDT,zkverify,VFY,1.0,2236,0,1,RANK PROFUNDO (2236) — verificar a mano
VICUSDT,tomochain,VIC,1.0,1959,0,0,
VIDTUSDT,,VIDT,1.0,,0,1,sin match en el ranking
VINEUSDT,vine,VINE,1.0,1403,0,0,
VIRTUALUSDT,virtual-protocol,VIRTUAL,1.0,112,0,0,
VOXELUSDT,voxies,VOXEL,1.0,3191,0,1,RANK PROFUNDO (3191) — verificar a mano
VRTUSDT,,VRT,1.0,,0,1,sin match en el ranking
VTHOUSDT,vethor-token,VTHO,1.0,591,0,0,
VUSDT,vault-2,V,1.0,1514,0,0,
VVVUSDT,venice-token,VVV,1.0,89,0,0,
WALUSDT,walrus-2,WAL,1.0,413,0,0,
WAVESUSDT,waves,WAVES,1.0,797,0,0,
WAXPUSDT,wax,WAXP,1.0,867,0,0,
WCTUSDT,connect-token-wct,WCT,1.0,945,0,0,
WDCUSDT,,WDC,1.0,,0,1,sin match en el ranking
WENUSDT,wen-lambo-2,WEN,1.0,1894,1,0,2 candidatos
WETUSDT,humidifi,WET,1.0,908,0,0,
WIFUSDT,dogwifcoin,WIF,1.0,207,1,0,3 candidatos
WLDUSDT,worldcoin-wld,WLD,1.0,59,0,0,
WLFIUSDT,world-liberty-financial,WLFI,1.0,44,0,0,
WMTUSDT,,WMT,1.0,,0,1,sin match en el ranking
WOOUSDT,woo-network,WOO,1.0,781,0,0,
WUSDT,wormhole,W,1.0,414,0,0,
XAGUSDT,,XAG,1.0,,0,1,sin match en el ranking
XAIUSDT,xai-blockchain,XAI,1.0,1017,1,0,2 candidatos
XANUSDT,anoma,XAN,1.0,661,0,0,
XAUTUSDT,tether-gold,XAUT,1.0,35,0,0,
XAUUSDT,,XAU,1.0,,0,1,sin match en el ranking
XBIUSDT,,XBI,1.0,,0,1,sin match en el ranking
XCNUSDT,chain-2,XCN,1.0,234,0,0,
XEMUSDT,nem,XEM,1.0,1695,0,0,
XLEUSDT,,XLE,1.0,,0,1,sin match en el ranking
XLMUSDT,stellar,XLM,1.0,20,0,0,
XMRUSDT,monero,XMR,1.0,16,0,0,
XNYUSDT,codatta,XNY,1.0,871,0,0,
XPDUSDT,,XPD,1.0,,0,1,sin match en el ranking
XPINUSDT,xpin-network,XPIN,1.0,679,0,0,
XPLUSDT,plasma,XPL,1.0,157,0,0,
XPTUSDT,xpt,XPT,1.0,2694,0,1,RANK PROFUNDO (2694) — verificar a mano
XRPUSDT,ripple,XRP,1.0,6,0,0,
XTZUSDT,tezos,XTZ,1.0,150,0,0,
XVGUSDT,verge,XVG,1.0,575,0,0,
XVSUSDT,venus,XVS,1.0,459,0,0,
YALAUSDT,,YALA,1.0,,0,1,sin match en el ranking
YBUSDT,yield-basis,YB,1.0,779,0,0,
YFIIUSDT,yfii-finance,YFII,1.0,2882,0,1,RANK PROFUNDO (2882) — verificar a mano
YFIUSDT,yearn-finance,YFI,1.0,329,0,0,
YGGUSDT,yield-guild-games,YGG,1.0,941,0,0,
ZAMAUSDT,zama,ZAMA,1.0,245,0,0,
ZBTUSDT,zerobase,ZBT,1.0,697,0,0,
ZECUSDT,zcash,ZEC,1.0,15,0,0,
ZENUSDT,zencash,ZEN,1.0,307,0,0,
ZEREBROUSDT,zerebro,ZEREBRO,1.0,531,0,0,
ZESTUSDT,zest-protocol,ZEST,1.0,741,0,0,
ZETAUSDT,zetachain,ZETA,1.0,473,0,0,
ZHIPUUSDT,,ZHIPU,1.0,,0,1,sin match en el ranking
ZILUSDT,zilliqa,ZIL,1.0,446,0,0,
ZKCUSDT,boundless,ZKC,1.0,1103,0,0,
ZKJUSDT,polyhedra-network,ZKJ,1.0,1788,0,0,
ZKPUSDT,zkpass,ZKP,1.0,1254,1,0,2 candidatos
ZKUSDT,zksync,ZK,1.0,311,0,0,
ZMUSDT,,ZM,1.0,,0,1,sin match en el ranking
ZORAUSDT,zora,ZORA,1.0,755,0,0,
ZRCUSDT,zircuit,ZRC,1.0,2252,0,1,RANK PROFUNDO (2252) — verificar a mano
ZROUSDT,layerzero,ZRO,1.0,130,0,0,
ZRXUSDT,0x,ZRX,1.0,343,0,0,
币安人生USDT,bianrensheng,币安人生,1.0,100,0,0,
我踏马来了USDT,wo-ta-ma-laile,我踏马来了,1.0,1227,0,0,
龙虾USDT,lobster-2,龙虾,1.0,798,0,0,
